0.021818413395828844 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1203 9:405 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:174 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.014358630218478058 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:208 9:2011 10:1 11:0 12:0 13:0 14:1 15:9 16:0 17:0 18:0 19:0 20:1 21:0 22:0.22 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.019902384743758716 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:227 9:3971 10:1 11:0 12:0 13:0 14:1 15:4 16:0 17:0 18:0 19:0 20:1 21:0 22:0.5 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.0069532622633959526 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:281 9:406 10:1 11:0 12:0 13:0 14:1 15:17 16:0 17:0 18:0 19:0 20:1 21:0 22:0.12 23:1 24:255 25:1 26:0 27:1 28:0.06 29:0 30:0 31:0 32:0 
0.0029676525909569599 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:162 9:19994 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0 31:0 32:0 
0.025808553842464048 0:0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:236 9:29200 10:1 11:0 12:0 13:0 14:1 15:1 16:1 17:1 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:1 30:0 31:0 32:0 
0.026207519884878211 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:344 9:10839 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.024005506836169879 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:265 9:8646 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.021184692327003995 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:237 9:2809 10:1 11:0 12:0 13:0 14:1 15:16 16:0 17:0 18:0 19:0 20:1 21:0 22:0.19 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.022838186985379122 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:158 9:3504 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.02707168060198429 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:299 9:8091 10:1 11:0 12:0 13:0 14:1 15:21 16:0 17:0 18:0 19:0 20:1 21:0 22:0.14 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.014203354487584684 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:212 9:5044 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.0041594731534807389 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:235 9:2115 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.013572963440474707 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:295 9:6300 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.023163239852305506 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:382 9:6496 10:1 11:0 12:0 13:0 14:1 15:37 16:0 17:0 18:0 19:0 20:1 21:0 22:0.16 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.0240404575397569 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:314 9:7596 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.011745407756185969 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:194 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:48 24:82 25:0.88 26:0.06 27:0.88 28:0.02 29:0 30:0 31:0 32:0 
0.02122256448191729 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:48 9:98 10:1 11:0 12:0 13:0 14:3 15:7 16:0 17:0 18:0 19:0 20:1 21:0 22:0.43 23:3 24:73 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.009969121452129262 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:383 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:37 24:86 25:0.89 26:0.05 27:0.89 28:0.03 29:0 30:0 31:0 32:0 
0.022008130848701499 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:7077 9:0 10:1 11:0 12:0 13:0 14:4 15:4 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:44 24:93 25:0.91 26:0.05 27:0.91 28:0.03 29:0 30:0 31:0 32:0 
0.015755279806233636 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:231 9:7466 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.017233652156631286 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1690 9:0 10:1 11:0 12:0 13:0 14:3 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:43 24:92 25:0.91 26:0.05 27:0.91 28:0.03 29:0 30:0 31:0 32:0 
0.00640332787254147 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:196 9:170 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.06 29:0 30:0 31:0 32:0 
0.017539796539659713 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:209 9:5875 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.028181909506710144 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:168 9:10388 10:1 11:0 12:0 13:0 14:1 15:15 16:0 17:0 18:0 19:0 20:1 21:0 22:0.13 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.019571980012208549 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:358 9:388 10:1 11:0 12:0 13:0 14:1 15:6 16:0 17:0 18:0 19:0 20:1 21:0 22:0.33 23:1 24:255 25:1 26:0 27:1 28:0.06 29:0 30:0.01 31:0 32:0 
0.025072430617294538 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:516 9:4 10:1 11:0 12:0 13:0 14:112 15:112 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:112 24:112 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.023325078598713807 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1030 9:0 10:1 11:0 12:0 13:0 14:8 15:8 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:8 24:93 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.010281091447191519 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12286 9:0 10:1 11:0 12:0 13:0 14:3 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:14 24:95 25:0.93 26:0.14 27:0.93 28:0.03 29:0 30:0 31:0 32:0 
0.028625670854038828 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:238 9:27928 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.07 29:0 30:0 31:0 32:0 
0.019765040220727531 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:237 9:10246 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.015069083410548946 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:44 9:128 10:1 11:0 12:0 13:0 14:54 15:184 16:0 17:0 18:0 19:0 20:1 21:0 22:0.01 23:112 24:223 25:0.88 26:0.02 27:0.88 28:0.01 29:0 30:0 31:0.07 32:0 
0.014524801735177053 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:8766 9:0 10:1 11:0 12:0 13:0 14:6 15:6 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:12 24:97 25:1 26:0 27:1 28:0.02 29:0 30:0.01 31:0 32:0 
0.01517263177154823 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:314 9:1053 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0 31:0 32:0 
0.00073882710487791631 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:44 9:110 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:95 24:223 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.020241227729011733 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:334 9:10383 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.025877619849478912 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:316 9:2345 10:1 11:0 12:0 13:0 14:1 15:29 16:0 17:0.03 18:0 19:0 20:1 21:0 22:0.07 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0.01 31:0 32:0 
0.0048584767470748243 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:215 9:6657 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.028817858504797733 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:336 9:791 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:101 25:1 26:0 27:1 28:0.15 29:0 30:0 31:0 32:0 
0.0019841537943503813 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:233 9:1690 10:1 11:0 12:0 13:0 14:1 15:7 16:0 17:0 18:0 19:0 20:1 21:0 22:0.43 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.024154240106471603 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:245 9:14884 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.015115122841690884 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:36 9:96 10:1 11:0 12:0 13:0 14:1 15:5 16:0 17:0 18:0 19:0 20:1 21:0 22:0.6 23:7 24:193 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.0057143336610296878 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:196 9:1344 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0 31:0 32:0 
0.0038861257090015266 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1188 9:333 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:137 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.026758969965915369 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:165 9:4475 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.028762672676827875 0:1 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:2489 9:336 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:160 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.0025294935699544541 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:167 9:657 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.0094143275277829511 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:233 9:4296 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.023408089382830698 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:2671 9:335 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:169 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.017153567875972962 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:766 9:286 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:145 25:1 26:0 27:1 28:0.01 29:0 30:0.01 31:0 32:0 
0.0017813920670632904 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:4539 9:0 10:1 11:0 12:0 13:0 14:19 15:19 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:26 24:84 25:0.96 26:0.08 27:0.96 28:0.04 29:0 30:0 31:0 32:0 
0.022776810700463435 0:0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:241 9:10669 10:1 11:0 12:0 13:0 14:1 15:1 16:1 17:1 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:1 30:0.01 31:0 32:0 
0.019847353048751369 0:0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:155 9:13543 10:1 11:0 12:0 13:0 14:1 15:24 16:1 17:0.04 18:0 19:0 20:1 21:0 22:0.17 23:1 24:255 25:1 26:0 27:1 28:0.06 29:1 30:0 31:0 32:0 
0.023029019248783783 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:162 9:3656 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.07 29:0 30:0 31:0 32:0 
0.023047788631187581 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:213 9:4861 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.0045152749328563379 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:516 9:4 10:1 11:0 12:0 13:0 14:218 15:218 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:218 24:218 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.0048218022502875893 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:224 9:613 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0.67 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.020856284618026043 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:965 9:0 10:1 11:0 12:0 13:0 14:7 15:7 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:13 24:78 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.014357753499357508 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:641 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:39 24:88 25:0.9 26:0.05 27:0.9 28:0.03 29:0 30:0 31:0 32:0 
0.024807287485520507 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:516 9:4 10:1 11:0 12:0 13:0 14:327 15:327 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:255 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.020532016969874219 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:160 9:421 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:98 25:1 26:0 27:1 28:0.07 29:0 30:0 31:0 32:0 
0.027447649424715032 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:194 9:10994 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0.67 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0 31:0 32:0.01 
0.0013774684566748414 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:516 9:4 10:1 11:0 12:0 13:0 14:286 15:286 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:255 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.020393361091373949 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1589 9:334 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:104 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.011281580714309316 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:194 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:4 24:123 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.029203903095256705 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:322 9:18873 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.020120122141718429 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:361 9:1264 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.0028551057005719721 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:516 9:4 10:1 11:0 12:0 13:0 14:168 15:168 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:168 24:168 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.028924131469204514 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:232 9:32617 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.029081120669750167 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:291 9:31011 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.024043544775431469 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:495 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:120 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.029174003251421964 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:2314 9:338 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:230 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.02856464072932545 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:231 9:36322 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.021080273882717899 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:846 9:325 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:83 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.017652089886993481 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1766 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:6 24:71 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.028984669016990705 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:165 9:22461 10:1 11:0 12:0 13:0 14:1 15:4 16:0 17:0 18:0 19:0 20:1 21:0 22:0.5 23:1 24:255 25:1 26:0 27:1 28:0.07 29:0 30:0 31:0 32:0 
0.018760894379087185 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:214 9:3370 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
