0.020133853239147438 0:0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:236 9:29200 10:1 11:0 12:0 13:0 14:1 15:1 16:1 17:1 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:1 30:0 31:0 32:0 
0.020386613429492266 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:344 9:10839 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.020773899737964497 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:265 9:8646 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.020048265009286834 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:237 9:2809 10:1 11:0 12:0 13:0 14:1 15:16 16:0 17:0 18:0 19:0 20:1 21:0 22:0.19 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.019470449815661511 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:158 9:3504 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.020452829189611388 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:299 9:8091 10:1 11:0 12:0 13:0 14:1 15:21 16:0 17:0 18:0 19:0 20:1 21:0 22:0.14 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.015996504402173206 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:212 9:5044 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.0087060365780098278 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:235 9:2115 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.011851772622271104 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:295 9:6300 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.020238402696690808 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:382 9:6496 10:1 11:0 12:0 13:0 14:1 15:37 16:0 17:0 18:0 19:0 20:1 21:0 22:0.16 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.020322826255541732 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:314 9:7596 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.011156182250241262 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1194 9:369 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:153 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.01458532538299768 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:369 9:546 10:1 11:0 12:0 13:0 14:1 15:25 16:0 17:0.04 18:0 19:0 20:1 21:0 22:0.12 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.010498440697057907 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:194 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:48 24:82 25:0.88 26:0.06 27:0.88 28:0.02 29:0 30:0 31:0 32:0 
0.011861719247754572 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:48 9:98 10:1 11:0 12:0 13:0 14:3 15:7 16:0 17:0 18:0 19:0 20:1 21:0 22:0.43 23:3 24:73 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.0066194466551823495 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:383 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:37 24:86 25:0.89 26:0.05 27:0.89 28:0.03 29:0 30:0 31:0 32:0 
0.019913876134854212 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:7077 9:0 10:1 11:0 12:0 13:0 14:4 15:4 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:44 24:93 25:0.91 26:0.05 27:0.91 28:0.03 29:0 30:0 31:0 32:0 
0.018716381649082188 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:231 9:7466 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.015864020446275176 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1690 9:0 10:1 11:0 12:0 13:0 14:3 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:43 24:92 25:0.91 26:0.05 27:0.91 28:0.03 29:0 30:0 31:0 32:0 
0.013651503620523558 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:196 9:170 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.06 29:0 30:0 31:0 32:0 
0.018675329323875611 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:209 9:5875 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.0096069030304441923 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:196 9:391 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.06 29:0 30:0 31:0 32:0 
0.0054112669076525725 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:46 9:133 10:1 11:0 12:0 13:0 14:64 15:279 16:0 17:0 18:0 19:0 20:1 21:0 22:0.01 23:122 24:200 25:0.88 26:0.02 27:0.88 28:0.01 29:0 30:0 31:0.09 32:0 
0.020451234168420963 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:168 9:10388 10:1 11:0 12:0 13:0 14:1 15:15 16:0 17:0 18:0 19:0 20:1 21:0 22:0.13 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.01381779459038957 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:358 9:388 10:1 11:0 12:0 13:0 14:1 15:6 16:0 17:0 18:0 19:0 20:1 21:0 22:0.33 23:1 24:255 25:1 26:0 27:1 28:0.06 29:0 30:0.01 31:0 32:0 
0.018429002644839054 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:516 9:4 10:1 11:0 12:0 13:0 14:112 15:112 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:112 24:112 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.019788733338839588 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1030 9:0 10:1 11:0 12:0 13:0 14:8 15:8 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:8 24:93 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.012525160132061938 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:12286 9:0 10:1 11:0 12:0 13:0 14:3 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:14 24:95 25:0.93 26:0.14 27:0.93 28:0.03 29:0 30:0 31:0 32:0 
0.020446791845221121 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:238 9:27928 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.07 29:0 30:0 31:0 32:0 
0.018257708183278071 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:237 9:10246 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.011969388554873808 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:44 9:128 10:1 11:0 12:0 13:0 14:54 15:184 16:0 17:0 18:0 19:0 20:1 21:0 22:0.01 23:112 24:223 25:0.88 26:0.02 27:0.88 28:0.01 29:0 30:0 31:0.07 32:0 
0.010108551314072104 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:8766 9:0 10:1 11:0 12:0 13:0 14:6 15:6 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:12 24:97 25:1 26:0 27:1 28:0.02 29:0 30:0.01 31:0 32:0 
0.015274235899761813 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:314 9:1053 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0 31:0 32:0 
0.010415033590093097 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:238 9:657 10:1 11:0 12:0 13:0 14:1 15:15 16:0 17:0 18:0 19:0 20:1 21:0 22:0.13 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.0024708493684535097 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:44 9:110 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:95 24:223 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.01916286243582525 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:334 9:10383 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.020273669733277336 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:316 9:2345 10:1 11:0 12:0 13:0 14:1 15:29 16:0 17:0.03 18:0 19:0 20:1 21:0 22:0.07 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0.01 31:0 32:0 
0.0053971508548140354 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:220 9:2432 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0 31:0 32:0 
0.015423106426899178 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:215 9:6657 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.020257010677593626 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:336 9:791 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:101 25:1 26:0 27:1 28:0.15 29:0 30:0 31:0 32:0 
0.012589482869866452 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:233 9:1690 10:1 11:0 12:0 13:0 14:1 15:7 16:0 17:0 18:0 19:0 20:1 21:0 22:0.43 23:1 24:255 25:1 26:0 27:1 28:0.05 29:0 30:0 31:0 32:0 
0.0044232433328551136 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:36 9:0 10:1 11:0 12:0 13:0 14:5 15:5 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:57 24:116 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.011987528819697195 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:567 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:35 24:93 25:0.89 26:0.09 27:0.89 28:0.02 29:0 30:0 31:0 32:0 
0.019491090635103112 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:245 9:14884 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.013897285840631679 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:36 9:96 10:1 11:0 12:0 13:0 14:1 15:5 16:0 17:0 18:0 19:0 20:1 21:0 22:0.6 23:7 24:193 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.005264595259357005 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:516 9:4 10:1 11:0 12:0 13:0 14:266 15:266 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:255 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.011923651413445695 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:196 9:1344 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0 31:0 32:0 
0.015490435352863046 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1188 9:333 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:137 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.020442073827074442 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:165 9:4475 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.020272567963802432 0:1 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:2489 9:336 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:160 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.014341256484110287 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:167 9:657 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.0011782143286752731 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:36 9:0 10:1 11:0 12:0 13:0 14:5 15:5 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:44 24:148 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.015010734946302534 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:233 9:4296 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.020084924512262362 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:2671 9:335 10:1 11:0 12:0 13:0 14:1 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:169 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.007182168331285428 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:44 9:110 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:130 24:208 25:1 26:0 27:1 28:0.01 29:0 30:0 31:0 32:0 
0.019456621180776516 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:766 9:286 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:145 25:1 26:0 27:1 28:0.01 29:0 30:0.01 31:0 32:0 
0.0032740498194264219 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:4539 9:0 10:1 11:0 12:0 13:0 14:19 15:19 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:26 24:84 25:0.96 26:0.08 27:0.96 28:0.04 29:0 30:0 31:0 32:0 
0.020044422208617282 0:0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:241 9:10669 10:1 11:0 12:0 13:0 14:1 15:1 16:1 17:1 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.04 29:1 30:0.01 31:0 32:0 
0.019091461844679407 0:0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:155 9:13543 10:1 11:0 12:0 13:0 14:1 15:24 16:1 17:0.04 18:0 19:0 20:1 21:0 22:0.17 23:1 24:255 25:1 26:0 27:1 28:0.06 29:1 30:0 31:0 32:0 
0.020326737616738123 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:162 9:3656 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.07 29:0 30:0 31:0 32:0 
0.017868785768259451 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:213 9:4861 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:255 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.0061376099935846907 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:224 9:613 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0.67 23:1 24:255 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.020050185741695772 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:965 9:0 10:1 11:0 12:0 13:0 14:7 15:7 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:13 24:78 25:1 26:0 27:1 28:0.03 29:0 30:0 31:0 32:0 
0.0028280770478622888 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:46 9:137 10:1 11:0 12:0 13:0 14:67 15:146 16:0 17:0 18:0 19:0 20:1 21:0 22:0.01 23:178 24:213 25:0.9 26:0.01 27:0.9 28:0.01 29:0 30:0 31:0.05 32:0 
0.014826314264550128 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:641 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:39 24:88 25:0.9 26:0.05 27:0.9 28:0.03 29:0 30:0 31:0 32:0 
0.016788636215515691 0:0 1:0 2:1 3:0 4:1 5:0 6:0 7:1 8:516 9:4 10:1 11:0 12:0 13:0 14:327 15:327 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:255 24:255 25:1 26:0 27:1 28:0 29:0 30:0 31:0 32:0 
0.001681099736229966 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:567 9:0 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:88 25:1 26:0 27:1 28:0.02 29:0 30:0.01 31:0 32:0 
0.020121260973960012 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:160 9:421 10:1 11:0 12:0 13:0 14:1 15:1 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:1 24:98 25:1 26:0 27:1 28:0.07 29:0 30:0 31:0 32:0 
0.020296795226728438 0:0 1:1 2:0 3:0 4:0 5:1 6:0 7:1 8:194 9:10994 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:0.67 23:1 24:255 25:1 26:0 27:1 28:0.04 29:0 30:0 31:0 32:0.01 
0.019172349688985069 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:1589 9:334 10:1 11:0 12:0 13:0 14:1 15:3 16:0 17:0 18:0 19:0 20:1 21:0 22:1 23:1 24:104 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
0.016113565442965813 0:0 1:1 2:0 3:0 4:1 5:0 6:0 7:1 8:194 9:0 10:1 11:0 12:0 13:0 14:2 15:2 16:0 17:0 18:0 19:0 20:1 21:0 22:0 23:4 24:123 25:1 26:0 27:1 28:0.02 29:0 30:0 31:0 32:0 
